Sign_Up_Date,User_ID,Transactions,Expenses,Sales,Cash Flow,Payroll,Time,Reports,Taxes,Mileage,Accounting,My_Accountant,Apps,Live_Bookkeeping,Transactions_Usage,Expenses_Usage,Sales_Usage,CashFlow_Usage,Payroll_Usage,Time_Usage,Reports_Usage,Taxes_Usage,Mileage_Usage,Accounting_Usage,My_Accountant_Usage,Apps_Usage,Live_Bookkeeping_Usage,Plan_Type_Usage,Session_Length,Susbcribed,days,Payroll_Employees 
1/18/20,9498,1,1,0,0,1,0,0,1,0,1,1,0,0,133,1190,708,188,2980,1091,1574,2629,3,1854,1854,1903,808,1,3393,1,48,0
9/13/19,6966,1,0,0,0,0,0,1,1,1,0,0,1,0,1308,1563,589,17,451,820,1792,3040,477,2760,1482,1562,326,1,3224,1,-79,0
9/15/19,5357,1,1,0,0,0,1,0,1,0,1,1,1,1,552,1964,7,1660,438,472,509,2411,1817,2596,145,851,921,1,10977,1,-77,13
1/5/20,9556,0,1,0,0,0,0,1,1,0,0,0,1,0,642,1220,1783,1700,1370,596,749,1000,1597,823,1853,1905,1506,2,2590,0,35,8
8/28/19,8049,0,1,1,0,0,1,1,0,1,1,1,0,0,1155,1568,804,695,1195,764,964,2676,636,837,2000,260,1256,2,9383,1,-95,13
12/18/19,5699,0,0,1,0,1,1,1,1,0,0,1,1,1,1319,973,1990,213,1613,979,1180,3611,504,1107,1079,678,603,3,848,1,17,6
6/1/19,6632,1,1,0,0,0,1,0,0,0,0,0,1,0,1145,192,1602,1015,1353,1442,679,1540,1288,425,1287,182,1986,1,8736,1,-183,5
11/7/19,6485,0,0,0,1,1,1,1,1,0,0,0,0,0,236,1710,1964,327,2776,754,1731,688,1540,2305,718,945,302,1,4800,1,-24,5
3/16/20,6140,0,0,0,0,0,0,0,1,0,1,1,1,1,1621,235,653,637,1561,948,573,2609,1405,1500,65,74,1950,3,6471,1,106,11
4/1/20,1160,1,0,1,0,1,0,1,0,1,1,1,0,0,1773,1550,265,1664,1460,1648,1889,2521,1487,2745,338,834,413,3,3303,1,122,8
2/9/20,644,0,1,0,1,1,0,1,0,0,1,0,1,0,1872,300,1848,628,3105,79,205,878,1808,526,1078,584,1565,3,9283,0,70,10
2/25/20,5358,0,0,1,0,1,0,0,0,1,1,1,0,0,997,1809,1448,1764,841,1144,1698,2635,1047,2234,1271,947,457,2,3688,0,86,0
6/17/19,3491,0,0,1,1,1,0,1,0,0,1,0,0,1,421,276,919,1638,1528,1538,6,3180,1439,1534,1948,414,1497,2,4236,0,-167,0
2/8/20,5682,0,0,1,1,1,0,0,0,0,0,0,1,1,1037,733,1991,226,712,1507,1658,3226,729,1364,1540,1807,1601,1,2969,1,69,0
6/11/19,9341,0,1,1,0,1,1,0,1,0,1,0,1,0,1706,1043,71,313,2295,1563,1873,2978,1173,2118,1421,803,1883,1,2092,1,-173,0
8/11/19,8997,1,1,1,1,0,0,1,0,1,0,1,0,1,652,541,1413,1353,2257,1241,180,2581,834,629,552,578,517,3,1875,0,-112,4
1/17/20,8788,1,1,0,1,1,0,1,0,0,1,1,1,0,1317,596,1343,1034,961,1559,311,2356,1359,1554,518,226,1395,1,3945,1,47,13
8/2/19,122,1,0,0,0,0,0,0,0,1,1,0,1,1,182,1647,1262,90,3149,1059,1944,1159,1311,2350,1745,1223,1750,1,11184,1,-121,7
6/11/19,7114,1,1,0,0,1,1,0,1,1,1,0,0,0,178,1129,376,63,3100,1471,101,864,221,1865,1187,1445,754,2,4100,0,-173,13
10/27/19,1137,0,1,0,1,0,0,0,1,0,1,1,1,1,776,945,1648,638,2512,69,113,3609,1880,581,424,652,1503,1,1483,0,-35,0
12/7/19,2120,0,0,1,0,1,1,0,1,0,0,0,1,0,600,881,567,564,1811,1436,1539,2020,1445,1879,27,755,1199,3,4368,1,6,0
5/6/20,6447,0,0,0,1,1,1,1,0,1,1,1,1,0,1535,121,1303,838,977,1760,1180,1727,63,369,607,1150,1273,1,5733,0,157,1
7/27/19,421,1,1,0,1,0,1,0,1,0,0,0,1,1,1130,867,1635,1899,1272,453,347,953,958,1438,1331,1980,793,2,1984,0,-127,0
5/25/20,5364,0,0,1,1,0,1,1,0,0,0,1,1,1,1740,422,1494,1083,1178,1096,1429,2272,946,833,621,538,182,2,3484,0,176,9
10/17/19,2304,1,0,0,0,1,0,1,0,0,0,0,0,0,1756,1671,452,1886,2585,279,1296,2902,513,1803,1942,1465,301,3,11408,1,-45,14
11/17/19,2481,0,1,0,0,1,0,0,0,1,1,0,1,1,897,1087,1513,86,2988,1081,1643,674,1180,1833,875,313,238,3,4437,1,-14,0
5/10/20,745,0,0,1,1,0,0,0,1,0,1,1,0,0,614,503,1713,1638,2639,588,1653,3377,161,2188,1512,560,382,3,1830,0,161,2
12/12/19,4634,0,1,1,0,0,0,1,1,0,0,0,1,1,1746,374,854,1251,1354,237,628,1268,215,1108,1281,502,1686,2,2165,0,11,0
9/30/19,252,0,1,1,1,1,1,1,1,0,1,0,1,1,1250,1402,1366,1028,2110,608,342,1956,1673,2305,1192,97,1347,3,8274,1,-62,11
3/1/20,5074,0,1,1,1,1,0,0,0,1,0,1,1,1,1345,1130,324,266,1853,1448,1961,2039,1010,1923,1968,1640,186,1,1623,1,91,0
7/27/19,4190,1,0,1,1,1,1,1,1,1,1,0,1,1,663,685,837,886,2848,1822,374,3308,603,1468,1376,489,1400,3,966,0,-127,0
2/25/20,3756,1,1,1,1,1,1,1,1,1,1,0,0,1,1613,1747,779,1860,2614,28,908,2463,463,1093,576,433,17,2,2413,1,86,0
5/29/20,7179,1,1,1,1,0,1,1,0,1,1,1,1,1,792,1196,253,1464,2549,1186,1876,3157,964,2684,1998,1607,410,2,3710,0,180,0
2/7/20,5606,1,0,1,1,1,1,0,0,0,0,1,1,0,417,563,1632,6,2867,1246,1840,2557,1391,801,1564,1402,955,1,9953,1,68,9
5/18/20,7255,1,1,0,1,1,1,0,0,1,1,0,1,1,127,1920,789,868,1239,1425,724,3178,479,2640,1012,671,542,1,1271,0,169,7
2/12/20,9698,1,0,1,1,1,0,0,1,0,0,1,1,0,1587,538,221,1789,2830,1536,364,3116,1097,1480,545,1002,1992,2,2847,1,73,0
5/17/20,4819,1,1,0,0,0,1,0,0,0,0,1,1,0,1975,1218,252,748,987,481,515,2739,1513,393,1331,1799,1563,2,4520,0,168,0
12/18/19,7191,0,1,0,1,0,1,0,1,0,1,0,0,1,748,1443,570,1621,1697,143,683,3303,635,1048,1743,666,1280,2,4067,1,17,0
7/16/19,118,0,0,1,1,0,1,1,1,0,0,1,0,1,920,1801,695,1354,691,1282,54,2977,1930,2022,1791,1224,23,1,6510,1,-138,4
12/20/19,3834,1,0,1,0,0,1,1,1,1,1,1,1,0,1422,279,191,744,1354,81,1530,3483,201,2082,1959,1094,1515,1,2856,1,19,0
5/29/20,907,1,0,1,1,0,0,0,1,0,0,0,0,0,1094,10,1999,969,926,282,122,1167,1030,890,561,271,1099,1,1321,1,180,4
6/26/19,8463,0,0,1,0,1,0,0,0,1,0,1,1,0,668,499,1819,1803,3176,1556,1964,1872,793,2418,435,1286,1663,3,938,0,-158,0
11/24/19,1260,1,0,0,1,0,0,1,0,0,1,0,1,1,35,1855,330,1093,1687,1243,1300,3620,1198,581,1026,306,704,2,5068,0,-7,5
5/18/20,5851,0,1,0,1,0,0,0,0,0,1,1,0,1,797,365,1640,612,888,627,1107,2959,1765,1342,303,990,1939,1,2045,1,169,0
11/28/19,3286,1,0,1,1,0,1,0,1,1,0,0,1,1,243,274,1856,767,1101,1351,1013,1867,1636,1454,1450,879,1315,1,1111,1,-3,0
2/20/20,1143,0,0,0,1,0,0,1,1,0,1,1,1,1,1468,1948,1294,973,2047,354,1860,3684,340,1261,1473,201,1865,2,4680,1,81,0
7/7/19,1464,0,1,0,0,1,0,1,0,1,0,1,0,1,254,1128,490,500,2322,1362,114,1827,1635,1625,1371,1351,1889,1,4344,0,-147,0
1/27/20,5483,1,1,0,0,0,0,1,0,1,0,0,1,1,1448,1445,1614,1039,2597,917,826,3454,730,1852,1773,499,1614,2,11416,1,57,10
4/12/20,1265,1,0,0,0,1,1,0,0,0,0,1,0,0,262,641,270,29,1568,992,446,3111,470,2349,1627,414,168,2,6514,1,133,4
7/20/19,7470,1,0,1,0,1,1,0,1,1,1,0,1,1,282,1862,1557,565,2352,1193,1378,944,1332,527,996,1361,201,1,316,1,-134,0
8/26/19,8264,1,1,1,1,0,0,0,1,0,0,0,1,0,1048,305,757,658,1379,1797,499,2243,1614,2083,1655,1619,742,2,689,0,-97,0
5/15/20,4269,1,1,1,1,0,0,0,0,0,1,1,1,1,1889,536,629,549,3160,895,1219,1404,1363,990,496,1715,1169,3,2241,0,166,0
7/13/19,1447,0,1,0,0,0,0,1,1,1,0,1,1,1,731,1337,1445,743,3009,927,802,2432,684,1045,1070,1589,994,3,6894,0,-141,8
4/27/20,5900,0,0,1,1,0,0,1,1,0,0,0,1,1,1734,1639,1387,1394,2973,1141,1224,3589,1115,1777,971,1643,1388,1,953,0,148,0
7/10/19,7922,1,1,1,1,0,0,1,0,1,1,1,1,1,1515,95,144,1329,554,1894,1604,3386,1856,1507,1040,1545,310,1,479,1,-144,0
1/26/20,8458,0,0,1,0,1,1,0,0,0,1,0,0,1,664,684,1017,246,2273,136,1769,3427,1765,2329,336,1785,961,1,2811,1,56,2
1/14/20,9698,1,1,0,1,1,0,1,0,1,1,1,1,1,137,1558,944,1489,3142,1498,453,1838,1986,2058,473,1082,663,2,5284,1,44,13
9/16/19,2679,1,1,0,1,0,1,1,0,0,1,1,1,1,55,1435,1065,1238,2441,299,1454,2567,203,2038,587,198,1916,2,838,1,-76,0
5/10/20,2760,1,0,0,0,1,0,1,0,0,0,0,0,1,1615,1025,1058,978,2576,1066,1871,1214,1389,1857,1856,1705,767,2,1355,0,161,4
5/13/20,1364,1,0,1,0,1,1,0,0,0,1,1,1,0,25,466,51,15,2917,1184,246,3218,851,2530,555,120,1117,3,4385,1,164,14
4/8/20,9380,0,1,0,0,1,1,0,1,1,0,1,1,1,812,679,1528,1940,754,1042,95,2985,545,2501,746,1071,1886,3,2916,1,129,3
1/8/20,6726,1,0,0,1,0,0,1,1,0,0,1,0,0,851,806,1505,1352,3057,94,1844,2665,1634,1106,1332,1267,327,3,2079,1,38,1
10/26/19,8205,1,0,1,1,0,0,0,0,0,1,0,1,0,686,200,503,307,2967,1011,1395,862,1430,2041,1878,1667,1148,3,3488,1,-36,0
7/29/19,2859,0,1,1,0,0,1,0,1,1,1,1,1,0,1355,1185,161,191,2791,492,1765,2723,1063,2234,997,446,1563,1,10231,0,-125,9
10/20/19,6941,0,1,0,1,1,1,0,0,1,1,1,1,0,1274,871,1500,708,1632,134,278,3259,504,358,256,1699,345,2,1250,0,-42,0
8/28/19,6292,0,1,0,0,0,0,1,1,0,1,0,1,1,542,1033,1019,1619,2746,117,1100,2771,152,1182,922,1219,1724,3,2908,1,-95,0
4/10/20,889,1,0,0,0,1,1,1,0,0,1,1,0,1,1823,1444,1498,1748,945,1580,1951,2270,1315,2245,439,878,648,2,3860,0,131,0
5/13/20,6975,0,0,0,0,1,1,0,1,0,1,0,1,1,1999,652,1054,691,1857,395,710,3185,16,1656,1478,881,529,1,9073,1,164,8
4/15/20,9830,0,0,0,0,1,0,1,1,0,0,0,0,1,1898,119,1370,149,2409,124,1184,3004,662,1527,1722,1959,1663,3,9444,0,136,9
4/7/20,7624,0,0,1,1,0,0,0,0,0,0,1,1,1,213,857,1838,1618,1352,1040,1414,981,22,1738,1043,286,1041,3,2846,0,128,9
2/14/20,9518,1,0,0,0,1,0,0,0,1,1,0,1,1,697,1435,887,1676,823,370,20,3349,723,1020,955,857,1859,2,4343,1,75,7
12/13/19,3233,0,1,0,1,0,1,0,1,1,1,0,1,1,1716,279,1436,1195,3142,1416,567,3214,1591,1284,1422,1908,805,2,11263,1,12,11
2/18/20,5577,0,0,1,0,0,0,1,0,0,0,0,0,0,701,1491,1105,868,1037,1404,1663,1560,1390,2247,1014,1955,1174,3,1427,1,79,0
3/20/20,5807,1,1,1,1,1,1,0,1,0,0,0,1,1,1245,937,7,755,1519,1113,1373,2904,357,870,208,675,1567,3,10840,0,110,8
6/11/19,3632,0,1,0,0,1,0,0,0,0,0,0,0,1,1954,360,1909,961,1387,762,1077,2397,1867,1101,432,1480,1570,2,1483,1,-173,0
7/25/19,2136,0,1,1,1,0,1,0,0,1,0,0,1,1,1579,1822,517,624,1822,427,1866,3249,343,1786,1805,225,394,1,5260,0,-129,1
7/20/19,1598,0,1,0,1,0,1,0,0,0,0,1,1,1,1347,610,1183,1115,1147,376,859,2680,561,2317,1409,1992,69,1,8951,1,-134,9
4/2/20,1349,1,0,1,1,0,0,1,0,0,0,0,1,1,1888,1881,581,73,1761,721,323,1703,826,1368,314,1436,1330,1,8710,0,123,7
9/16/19,1566,1,0,0,0,1,0,1,1,1,0,1,0,0,856,1595,385,1721,3121,573,193,2945,1243,945,572,467,1125,3,4367,0,-76,0
7/6/19,7439,1,1,1,1,1,0,0,0,1,1,0,0,0,669,848,566,1241,2720,1405,1319,2628,915,1790,885,675,1673,3,9884,0,-148,14
11/7/19,4018,0,0,0,1,0,0,0,1,1,0,1,1,1,215,568,1185,1904,2911,600,131,1287,817,2173,25,1926,973,2,4813,1,-24,0
9/7/19,2638,0,0,0,1,0,0,0,1,1,0,0,0,1,262,1245,1706,1515,720,1117,690,3651,1749,2235,1342,767,138,3,6118,1,-85,2
6/11/19,4545,1,0,1,0,1,1,1,1,0,0,0,1,1,1461,1040,322,1351,603,1973,742,2177,883,2646,728,940,877,2,6781,1,-173,11
12/5/19,6867,0,1,1,0,1,0,0,1,0,1,0,1,0,1949,956,1739,1661,1836,1226,248,2484,1272,1186,1876,15,638,2,4234,1,4,0
2/17/20,4701,1,1,1,0,0,1,0,1,0,0,0,0,0,843,1670,1010,303,534,1947,656,890,256,1201,375,1489,350,1,7495,1,78,7
1/3/20,4172,1,1,1,0,0,1,0,1,1,1,1,0,0,1868,283,1552,168,488,603,691,1273,1153,1905,1608,1106,901,3,6439,0,33,5
4/20/20,4021,0,1,0,0,1,1,0,0,1,1,1,0,0,1760,505,1046,260,692,1480,1034,1991,284,1410,238,1468,618,3,8331,1,141,7
10/8/19,7381,0,1,1,1,0,0,0,1,0,1,1,1,1,1333,1683,63,1376,1843,1221,351,2798,1006,560,1419,1434,1503,3,6517,0,-54,13
8/20/19,3436,1,0,0,1,0,1,1,0,1,1,0,0,1,1270,1653,504,461,2845,413,448,1615,784,2769,1587,1856,1411,2,2348,0,-103,2
5/25/20,8647,1,1,0,0,1,1,1,0,1,1,1,0,0,1951,1707,544,1836,2988,590,1553,3437,1932,572,1921,1599,1871,2,2180,0,176,0
7/7/19,4271,1,1,0,1,1,0,1,1,1,0,0,0,1,1334,1718,1785,283,2015,1253,1983,1654,756,1797,344,1692,1324,3,5534,0,-147,11
2/18/20,6953,0,1,1,0,1,1,1,1,0,0,0,1,0,135,547,1901,1188,727,949,548,1429,1748,1388,1027,1802,482,3,2778,1,79,9
7/26/19,7621,0,0,0,1,1,1,0,1,0,1,0,0,1,1623,380,679,1800,770,119,1402,2073,1406,1841,86,665,570,3,3956,0,-128,4
8/14/19,140,0,0,1,1,1,0,1,1,0,1,1,0,0,716,1595,425,1448,1119,394,1365,1156,1881,2072,544,679,1948,3,2868,0,-109,0
8/17/19,5644,0,0,0,0,0,0,0,1,0,0,0,0,1,1730,1999,769,644,1429,553,1480,3360,477,2226,468,803,193,2,6865,1,-106,4
1/20/20,4592,1,0,1,0,0,1,1,1,0,0,0,1,1,698,567,105,84,1425,546,1707,1734,104,836,1,221,1535,1,4038,0,50,0
9/1/19,39,0,0,1,0,0,1,1,1,1,1,0,0,0,1743,1697,467,32,479,314,673,2652,540,1745,1821,1503,666,1,1373,1,-91,0
8/3/19,5148,1,1,1,1,0,0,0,1,1,1,0,1,1,1192,1274,588,350,3173,512,844,1954,1078,758,85,655,281,3,4164,0,-120,2
4/15/20,2627,1,1,0,0,1,1,0,1,0,0,0,0,0,906,849,563,1559,2426,361,1049,690,1542,1482,1798,807,776,2,6573,0,136,7
10/31/19,4653,1,1,0,0,0,0,0,1,1,0,0,1,1,626,766,509,401,2588,1473,576,2466,93,1267,1128,94,564,2,4260,0,-31,1
3/22/20,2245,1,0,0,0,1,1,0,0,1,0,1,1,0,898,297,857,1506,1771,269,1783,1575,360,2724,1358,1527,890,2,9669,0,112,5
5/9/20,7862,0,1,0,1,0,1,0,0,0,0,1,0,1,225,920,783,1563,2921,628,590,2600,923,906,1054,1548,1935,1,2690,1,160,0
8/23/19,7127,0,0,1,0,0,0,0,1,0,1,0,0,0,641,736,616,1782,671,428,814,1845,241,1105,467,673,607,2,4753,0,-100,0
2/14/20,449,0,1,1,0,0,1,1,0,0,0,1,1,1,565,1531,1136,1621,1321,1821,699,2045,612,2033,1548,264,769,3,6863,0,75,10
2/17/20,471,1,1,1,1,0,0,0,1,1,1,0,0,1,902,14,1777,794,1911,1515,1491,1402,1754,1085,1863,88,863,2,236,0,78,0
5/28/20,681,0,0,0,1,1,0,1,1,0,1,0,1,1,1690,1824,207,69,802,1424,730,1712,258,740,630,1232,1328,1,9295,1,179,10
4/28/20,3701,0,0,1,0,0,1,1,0,1,0,0,0,1,453,110,196,576,3071,736,620,1530,1283,1298,1050,386,1376,1,3549,1,149,0
9/2/19,599,0,0,1,1,1,1,1,0,0,1,1,1,0,456,1633,1944,1686,1993,1756,554,2865,287,435,762,1832,891,3,2506,1,-90,6
10/4/19,8633,0,0,1,0,1,1,1,1,0,1,0,1,0,392,1774,205,407,1663,1222,654,1476,947,1098,1491,529,13,1,2715,1,-58,5
11/14/19,6128,0,1,1,0,0,0,0,0,1,1,0,1,0,1050,1816,682,1164,893,248,822,1618,1455,1478,1267,292,225,3,3072,0,-17,0
9/23/19,8796,1,1,0,0,1,1,1,1,0,1,0,1,1,1931,1842,1564,1624,461,845,398,665,344,2762,807,763,548,1,300,1,-69,0
8/27/19,6113,0,0,1,1,1,0,1,0,0,0,0,1,1,1000,1395,985,1901,858,1780,811,1878,903,2431,983,1420,801,2,2976,1,-96,0
6/23/19,1329,0,0,1,0,1,1,1,0,0,0,1,0,0,1634,365,1208,1345,991,462,695,854,1862,1793,1341,1354,727,3,1525,0,-161,0
9/7/19,2558,0,1,1,1,0,0,0,1,1,1,1,1,0,378,301,267,338,3046,1784,93,2028,369,2041,1345,776,347,2,2825,1,-85,0
10/9/19,1078,1,0,1,0,1,0,1,0,1,0,0,0,0,1685,907,1384,863,1137,894,1213,2987,1934,2330,190,627,1243,2,8401,1,-53,6
7/30/19,4128,1,0,0,0,0,0,1,1,0,1,1,1,0,92,81,1442,1852,750,1659,854,2260,1501,632,759,1277,865,2,10440,0,-124,10
12/6/19,214,1,1,0,1,0,0,1,0,0,1,0,0,1,1496,303,969,1611,2478,1472,1143,871,161,2029,1520,658,1081,2,1916,1,5,11
6/1/19,9388,1,0,0,0,1,0,0,0,1,0,1,1,1,630,1770,1683,1059,2997,1152,1328,3104,936,1819,429,1539,703,3,3089,0,-183,4
8/21/19,4490,1,0,0,0,1,0,0,0,0,0,0,1,1,620,1629,467,848,1741,268,1593,2662,532,420,178,1893,1232,2,3334,1,-102,0
11/20/19,1836,0,1,0,1,0,0,0,0,1,1,1,0,0,993,85,901,1712,795,1645,1543,1691,1021,2239,1047,858,158,3,2392,0,-11,0
2/4/20,8835,0,0,0,1,1,1,1,0,0,1,1,1,1,1676,1100,865,1415,1295,1696,1611,3594,9,1096,1360,1637,499,2,1641,1,65,0
6/26/19,5188,0,0,0,0,1,0,1,1,1,1,1,0,1,303,1280,1133,1737,2557,1529,826,2407,1712,589,1283,1543,418,3,4735,0,-158,14
3/12/20,5431,0,1,1,1,0,1,1,0,0,1,0,1,0,1191,980,1633,1808,3167,511,1951,815,759,800,1471,1495,74,2,10834,0,102,7
9/5/19,6782,1,1,1,1,0,0,1,0,0,0,1,0,1,906,1351,1648,555,2128,414,1442,1186,900,2145,605,1556,381,1,3186,1,-87,0
5/26/20,3044,1,1,1,0,1,0,1,0,1,1,1,0,0,905,1533,591,257,1545,702,101,734,1465,2220,875,892,1012,2,10516,0,177,10
9/25/19,2166,1,1,0,1,0,0,1,0,0,0,0,1,0,855,1722,405,1623,1517,1001,416,1435,1274,2439,555,981,1905,2,2184,1,-67,0
1/27/20,7985,1,1,1,0,1,1,1,1,1,1,0,1,0,523,43,1496,1425,504,1877,1685,2978,982,685,1454,426,1913,1,2462,1,57,0
7/1/19,2493,1,0,1,1,0,1,0,0,1,1,1,0,0,1292,694,1809,1094,3066,1657,1585,3089,1041,1548,743,1624,1576,1,4707,1,-153,0
8/11/19,7175,0,0,1,0,0,0,0,1,1,0,1,1,0,1446,1344,134,598,879,1511,91,2836,1836,1782,1252,2000,621,2,1842,0,-112,0
8/31/19,6645,0,1,1,0,1,1,0,1,1,0,0,1,0,1607,1983,167,704,3101,1381,1073,3539,1182,1796,189,963,1167,1,3952,1,-92,0
8/3/19,2517,0,1,1,1,0,1,0,0,0,0,1,1,0,1923,1726,1911,285,478,1497,1884,3588,665,707,1878,1812,1190,3,1464,1,-120,0
12/3/19,4896,0,1,0,0,0,1,0,1,0,1,0,0,0,1658,812,1917,312,1973,57,1673,1940,1557,652,345,240,368,1,1237,0,2,0
11/18/19,3405,1,0,0,1,1,0,1,0,1,0,1,1,1,459,1708,919,467,2189,1153,31,887,172,392,1915,184,707,2,1757,1,-13,0
2/8/20,1145,0,0,0,1,1,0,1,1,0,0,1,1,1,1478,410,1487,1522,421,153,635,1048,864,1687,1679,140,486,1,4082,0,69,0
4/7/20,9393,0,0,0,0,1,0,0,0,1,0,1,1,1,598,68,1031,216,2186,1953,682,1224,470,1413,674,351,1648,2,3937,1,128,13
7/21/19,5685,0,1,0,1,0,0,0,0,0,0,1,0,1,1178,1585,507,1085,2748,1434,1883,1628,165,2008,113,1673,640,1,3638,0,-133,0
10/25/19,4292,0,1,0,1,1,0,0,1,1,1,1,1,0,819,1735,998,1936,2430,472,1178,1314,681,612,467,499,1778,2,3505,1,-37,0
3/18/20,6492,1,0,0,0,0,0,1,1,0,1,1,0,0,360,1811,767,1149,3077,578,1532,1120,1161,2591,888,465,269,2,2935,1,108,0
7/28/19,4643,1,0,1,1,0,1,1,1,0,0,1,0,0,1169,1367,454,941,922,1820,1443,2047,82,716,1182,191,435,1,3861,0,-126,6
10/10/19,7705,0,0,0,1,0,0,1,1,1,0,0,1,1,1852,1354,1808,1027,557,1601,1033,3231,1811,916,835,133,6,3,1805,1,-52,0
4/27/20,9597,1,0,1,0,1,1,0,1,0,1,1,1,0,889,1534,1111,1268,2074,865,1983,1768,1741,431,1339,233,1514,3,2653,1,148,0
12/2/19,6452,1,0,1,1,1,0,1,0,0,1,0,0,0,1967,1819,1707,410,2801,234,1287,2903,1605,1249,98,527,786,2,7176,0,1,1
6/2/19,7034,1,1,0,0,0,0,1,0,1,1,1,0,0,1241,1142,66,322,2109,1845,323,2633,800,1717,224,244,404,3,1669,1,-182,0
11/23/19,3125,1,0,1,1,1,0,0,1,0,0,0,1,0,1674,468,1647,192,1168,704,1049,957,224,1493,1832,1335,1650,1,7406,1,-8,7
10/12/19,385,1,1,0,1,0,0,1,0,0,0,0,1,0,1802,501,108,1047,2961,1751,254,659,286,1830,204,1290,199,2,3551,1,-50,0
1/1/20,789,1,0,0,1,1,0,0,1,0,1,0,1,0,1509,872,381,429,2270,649,1179,920,557,2279,359,1143,1608,1,1542,1,31,10
4/7/20,8129,1,1,0,1,0,1,1,0,1,0,1,1,0,1198,1167,146,774,767,1417,520,3131,502,1590,284,1895,826,2,9145,1,128,8
5/2/20,1757,0,1,1,0,1,0,0,0,1,0,1,1,1,675,1959,1206,1779,730,1748,996,2587,335,2353,879,212,1666,2,9926,1,153,13
3/15/20,580,1,0,1,0,1,1,0,1,0,1,1,0,0,1642,1330,1250,1236,3101,1230,818,1942,1246,1182,1377,1801,1901,2,9591,1,105,14
8/9/19,7827,0,0,0,0,1,0,0,0,0,1,1,1,0,441,831,1270,810,1633,289,1032,931,894,1467,1479,1610,677,1,3565,1,-114,0
12/24/19,8951,1,1,1,0,0,1,1,1,0,1,0,0,0,450,567,1246,498,1217,1380,1412,1374,1218,1221,368,211,1349,2,375,0,23,0
6/18/19,2682,1,0,1,0,1,0,0,0,1,0,0,1,1,1678,1805,1540,1869,2150,1737,10,850,299,739,1228,328,1286,2,2424,1,-166,0
4/7/20,8359,1,1,1,0,0,0,0,1,1,1,0,1,0,50,1086,897,1411,1802,1425,1407,2747,655,1011,572,422,450,2,10315,1,128,11
3/26/20,4054,0,0,1,0,1,0,1,0,1,0,1,1,1,807,1948,567,1507,856,1777,1614,1929,1385,567,303,1704,1940,1,1923,1,116,0
4/7/20,7795,1,1,0,0,1,1,0,1,0,1,0,1,0,181,1981,941,922,1020,202,722,1069,1759,1912,434,680,1332,3,3982,1,128,0
3/9/20,7615,0,1,1,0,1,1,1,1,0,0,1,0,0,1745,1103,847,1664,539,1190,876,3176,1611,2594,798,1014,23,3,3075,0,99,0
3/24/20,5783,1,1,0,0,0,0,1,1,0,1,1,1,1,309,974,241,664,2008,1902,1745,3021,407,2793,1175,348,663,1,2070,0,114,2
8/21/19,1535,1,1,0,1,1,1,1,1,0,1,1,0,0,1695,1128,370,417,1514,1254,1116,751,1200,2550,693,1557,1991,3,4748,1,-102,0
3/4/20,5405,0,0,0,0,0,1,0,1,0,1,0,1,0,1721,359,663,248,2200,589,1787,1060,1667,927,192,329,1858,3,2017,0,94,0
5/5/20,5315,1,1,0,0,0,0,0,1,1,1,1,0,1,259,1121,985,1921,985,1108,1839,2489,397,1821,1995,1887,757,1,2896,1,156,0
12/14/19,6198,0,0,0,0,0,0,1,1,0,1,0,0,0,965,1161,56,268,917,606,1100,3207,909,439,325,1414,278,2,4159,1,13,4
7/22/19,2795,1,1,0,0,1,1,0,1,1,1,1,0,0,226,828,669,1657,1644,989,1542,892,1887,1243,1605,1254,1125,3,7588,1,-132,7
1/14/20,9563,1,0,0,0,1,1,0,0,0,0,1,0,0,1285,439,1216,113,672,136,431,2952,1530,1166,1699,1271,1890,3,3276,1,44,0
1/5/20,7,0,1,0,1,1,1,1,0,1,0,0,1,1,1612,1582,806,1796,1799,1692,1896,3569,1771,368,191,712,1247,2,4336,0,35,10
7/14/19,7378,0,1,0,0,1,0,0,1,1,0,0,1,0,1025,1673,806,1140,900,635,846,3439,291,2597,305,1510,1112,1,2125,1,-140,0
9/22/19,1589,1,1,0,1,0,0,1,0,0,0,0,1,1,1144,771,784,755,1314,1918,113,1021,1093,2617,1274,1795,1233,1,3645,0,-70,0
5/15/20,4304,0,1,0,1,1,1,1,0,0,0,0,1,0,574,710,454,993,2368,1076,188,3379,159,2054,1427,115,1971,1,1818,1,166,0
4/2/20,7156,1,1,0,1,1,1,0,1,1,0,1,0,1,284,639,1029,1500,2281,915,203,1026,1978,1282,1521,666,958,2,6976,0,123,4
11/30/19,14,1,1,0,1,1,0,0,1,0,1,1,0,1,1428,671,811,1667,1240,717,759,3467,829,902,1893,956,1967,1,1755,1,-1,0
5/21/20,5512,0,0,1,1,0,0,0,1,1,0,1,0,1,1234,1515,251,983,2991,683,476,3153,1089,2210,1451,713,752,3,7529,0,172,9
10/2/19,5208,0,1,1,1,0,1,0,0,0,0,0,1,0,520,657,1296,1936,2837,698,399,1211,1971,1976,699,585,46,2,2677,0,-60,0
9/17/19,1829,1,1,0,0,0,1,1,0,1,1,0,0,0,1649,926,895,1479,1398,1561,978,2955,1017,1356,541,509,382,2,8802,1,-75,10
