Sign_Up_Date,User_ID,Transactions,Expenses,Sales,Cash Flow,Payroll,Time,Reports,Taxes,Mileage,Accounting,My_Accountant,Apps,Live_Bookkeeping,Transactions_Usage,Expenses_Usage,Sales_Usage,CashFlow_Usage,Payroll_Usage,Time_Usage,Reports_Usage,Taxes_Usage,Mileage_Usage,Accounting_Usage,My_Accountant_Usage,Apps_Usage,Live_Bookkeeping_Usage,Plan_Type_Usage,Session_Length,Susbcribed,days
3/31/20,5898,1,0,0,1,1,0,0,1,0,1,0,0,1,1499,555,1528,1169,1042,1621,1553,3013,1861,1099,385,840,1085,1,6505,0,121
7/13/19,9626,1,1,0,1,0,0,1,0,0,0,0,0,1,950,945,1602,616,1261,1416,494,761,71,849,1119,330,1228,3,2745,0,-141
5/5/20,3681,0,1,1,1,1,0,1,0,0,1,1,0,1,72,1586,633,722,721,891,1893,3558,1237,1632,783,1186,1663,2,5687,1,156
10/2/19,3324,0,0,1,1,0,0,0,1,1,1,1,1,0,225,1432,1728,269,972,214,6,2326,1144,1410,1852,1801,1905,3,7442,1,-60
10/20/19,4427,0,1,1,0,1,0,0,0,1,1,0,0,1,125,1371,1869,1633,3009,1708,571,1787,1098,2332,1232,196,1015,2,4535,1,-42
9/18/19,5709,0,1,1,1,1,1,0,0,0,1,0,0,1,811,107,1389,356,2708,505,664,1748,926,925,54,1596,772,2,6568,0,-74
5/18/20,559,0,1,0,0,1,0,0,0,1,1,1,1,1,105,681,1699,1267,2234,1976,244,1651,1959,2242,1669,1030,220,3,5661,0,169
12/11/19,5684,1,1,0,1,0,0,1,1,1,1,0,0,0,1750,196,319,830,616,143,1726,2776,1443,2352,1740,682,1804,2,3195,1,10
4/13/20,7651,0,1,0,0,0,1,1,0,1,0,0,1,1,219,1128,1961,1112,2408,299,960,946,27,478,1613,1726,79,3,4153,0,134
7/8/19,8241,1,1,1,1,1,0,1,0,0,1,0,1,0,59,309,661,1582,1718,1124,968,1127,157,485,1923,750,1376,2,6564,0,-146
7/28/19,4340,0,1,1,1,0,1,1,1,1,1,0,1,0,649,1994,1738,1372,2583,1323,119,3573,1962,1136,1559,1152,1051,1,4988,1,-126
12/1/19,8508,1,1,1,1,1,1,0,1,0,1,0,1,1,637,367,1718,1044,733,1096,477,1629,1823,2471,961,1954,765,2,1494,0,0
10/6/19,7600,1,0,1,1,0,0,1,0,0,1,0,0,1,28,192,1680,67,1907,1930,1035,1981,840,943,633,1084,1935,1,2747,0,-56
3/30/20,4496,0,0,0,1,1,0,1,1,0,0,0,0,1,153,1148,756,1904,2062,569,1068,3150,1133,1640,1062,1363,587,2,1654,1,120
11/21/19,2509,0,1,1,1,1,1,1,0,0,1,1,1,0,392,706,1005,1721,1239,1149,129,3314,749,2248,1827,616,1847,1,1372,0,-10
4/24/20,4436,1,0,1,1,1,1,1,0,0,0,1,0,0,1725,860,78,1120,1713,46,224,1744,17,1520,185,714,407,3,6296,0,145
1/7/20,4436,0,0,0,1,1,0,0,1,1,1,1,1,0,399,1177,902,351,2029,1959,1798,1261,538,2372,608,1499,623,3,5401,1,37
7/22/19,8918,1,0,1,0,0,0,1,1,1,1,1,1,1,297,1532,1134,233,1466,920,703,1272,1679,2218,174,1373,123,3,4610,1,-132
6/7/19,1447,0,0,0,1,1,0,1,1,1,1,0,1,0,1224,1916,1520,617,2753,1016,573,2639,1214,1670,1913,1288,833,2,7377,0,-177
7/4/19,3087,1,1,1,0,0,0,0,0,1,0,1,0,0,948,428,1642,841,2185,1538,315,961,1109,362,1942,26,890,2,4513,0,-150
3/11/20,1256,0,1,1,0,0,1,1,0,1,1,0,0,0,1371,836,1329,1520,2169,837,263,1435,247,2356,1276,1207,877,1,6809,1,101
10/15/19,8077,0,0,1,1,0,0,0,0,0,1,0,0,1,391,1213,276,1754,607,1575,1627,1935,1618,1156,614,15,1148,3,3907,0,-47
10/19/19,676,1,0,0,0,1,1,1,0,0,1,0,1,0,1664,1715,1809,932,757,1183,671,883,71,2170,525,1255,268,3,5610,0,-43
1/16/20,5227,1,1,1,0,1,1,0,0,1,0,1,0,1,739,1667,1172,1938,2640,737,1639,1433,1858,1925,1052,1546,676,2,6937,1,46
9/26/19,8902,1,0,1,1,1,0,1,1,1,0,0,1,1,1457,1577,842,794,1940,858,1308,1835,74,2566,424,352,1052,2,1228,0,-66
10/23/19,2182,0,1,0,1,1,1,0,1,0,1,1,1,0,397,463,356,268,2240,205,539,2352,218,905,805,1131,732,1,6811,1,-39
11/19/19,2763,0,1,1,1,0,1,1,1,1,0,1,0,0,1399,787,1718,382,1837,1788,146,1309,629,1700,161,1403,729,2,4328,0,-12
12/2/19,7572,1,1,1,0,1,1,1,0,0,1,1,0,1,1466,1285,1303,1933,1612,1259,734,3547,396,785,871,1329,1703,3,2774,1,1
8/31/19,2079,0,1,0,0,0,0,0,1,1,1,1,1,0,1290,890,1696,305,2983,1873,755,2731,1770,874,1307,1332,426,2,1308,1,-92
5/6/20,564,0,0,0,0,0,0,1,1,1,1,0,0,1,193,609,1302,1113,1805,1371,1133,923,1883,2203,1913,1806,1894,1,4328,0,157
10/4/19,4770,1,1,1,0,1,1,1,0,0,0,0,0,1,1634,1942,1744,262,909,1103,1946,1541,1131,2075,18,1044,1293,2,6773,1,-58
2/9/20,2471,1,0,0,1,0,1,0,1,1,1,0,0,0,862,18,1646,1245,2791,157,1130,2599,1728,1017,1770,581,1151,2,2816,0,70
8/26/19,2107,1,0,0,0,1,0,0,0,1,1,0,0,0,237,541,785,853,2232,847,608,1500,1059,391,1990,646,1159,3,4724,0,-97
1/2/20,4404,0,0,0,0,0,0,0,1,1,1,0,1,0,9,1584,1569,502,1719,427,155,1362,1102,1731,1165,1975,51,3,1807,0,32
3/2/20,5660,0,1,1,0,1,0,1,1,1,0,0,0,0,1253,457,102,738,2469,288,930,853,979,385,40,20,581,3,2474,0,92
6/2/19,1267,0,0,0,0,0,0,0,0,1,0,1,0,1,1140,1329,1450,520,1430,927,940,1909,1861,1215,1785,391,361,1,1515,0,-182
6/11/19,6729,0,0,0,0,0,1,1,0,0,0,1,0,1,1338,421,1201,1293,707,365,1595,2214,345,2419,1121,850,949,2,348,0,-173
11/12/19,4109,1,0,1,1,0,0,0,0,1,1,1,1,0,287,1591,1303,1066,1250,1182,542,1582,978,2723,90,1777,1639,3,5317,1,-19
1/23/20,9712,0,0,0,0,0,0,1,1,0,1,0,0,0,1507,1363,838,898,893,767,158,1182,262,2798,1898,22,553,2,7489,1,53
11/26/19,1234,0,1,0,0,1,1,1,1,1,0,0,1,0,550,747,1410,1330,1682,1615,347,1851,1088,697,392,675,1564,2,3684,0,-5
6/18/19,2150,0,1,1,0,0,1,1,1,0,1,0,1,0,1017,606,1596,1935,2059,408,218,3343,1056,621,841,1256,1823,1,3728,1,-166
6/21/19,1094,0,1,1,0,1,0,1,0,1,0,0,0,0,369,1167,899,773,3159,1051,968,2232,706,1291,716,1593,213,2,5125,0,-163
9/17/19,4835,0,1,0,0,0,1,1,0,1,0,1,1,0,1428,1528,77,1148,2763,1038,159,3282,1534,1988,1921,233,1092,3,167,1,-75
7/21/19,5971,1,1,1,0,0,1,0,0,0,1,0,1,0,1919,1131,718,219,813,106,541,2516,633,1203,1294,179,519,2,4436,0,-133
8/22/19,6012,1,1,1,1,0,0,1,1,1,0,1,1,1,591,1444,1324,815,1074,316,1375,2084,1625,1875,1176,1124,607,1,5473,0,-101
8/15/19,8132,1,0,0,1,1,1,1,1,1,1,0,1,0,751,739,1886,1810,3144,921,1132,2682,303,2096,1222,729,584,2,6288,0,-108
5/21/20,8836,1,1,0,1,0,0,0,1,0,0,1,1,1,1395,410,949,897,1443,220,1133,2863,753,2645,1944,1085,1118,3,6788,1,172
2/29/20,8800,1,0,1,1,0,1,0,0,1,1,0,0,0,1349,1949,320,1505,2860,1477,922,2578,657,1409,817,1477,209,2,4724,1,90
9/28/19,2651,0,0,0,0,1,0,0,1,1,0,1,1,0,1319,1696,1226,1149,2936,1318,460,1634,400,2717,1635,1319,842,2,4887,1,-64
3/7/20,605,1,0,0,0,1,1,1,1,0,0,0,0,1,1916,1709,81,1549,2515,1256,747,3508,1127,1912,44,668,1930,2,6750,0,97
11/29/19,1611,0,0,0,0,0,0,1,1,0,0,1,0,1,1869,1639,838,580,505,1644,815,1904,395,1929,302,517,1136,2,7455,1,-2
12/4/19,7238,0,1,1,0,1,0,0,0,1,0,0,1,0,1051,1203,688,1283,783,80,963,2653,1395,2727,474,1533,609,2,3359,0,3
12/25/19,6474,0,0,1,1,0,0,0,1,1,1,0,0,1,377,1424,1571,1124,1529,545,362,978,325,1491,689,59,1504,2,6548,0,24
9/3/19,5073,0,1,1,0,0,1,0,1,0,1,1,1,1,195,703,1660,447,2918,1124,1976,2853,1493,1976,593,359,1856,2,4181,1,-89
4/19/20,8381,0,0,1,0,1,1,1,1,1,1,1,0,1,1847,1060,1125,360,2061,10,1963,825,225,1976,1692,214,1837,2,6815,0,140
1/27/20,4482,1,1,0,1,0,0,0,0,0,0,0,1,0,126,1062,326,1967,1059,99,1840,1933,785,944,1019,1213,1426,1,3015,0,57
6/22/19,2346,1,0,1,0,0,1,0,0,1,1,0,1,0,1693,148,1704,957,830,1485,1857,3603,1858,1028,361,1087,638,2,3941,1,-162
6/30/19,3216,1,1,1,0,1,0,1,0,1,0,0,0,1,837,1900,769,1909,2455,1163,1981,2928,273,670,1408,315,1400,3,2664,0,-154
8/25/19,2531,0,0,1,1,1,0,1,0,1,1,0,0,0,1284,1476,1387,1415,1111,772,39,3538,1900,1931,542,1462,942,1,6729,0,-98
11/12/19,659,1,1,0,1,1,0,1,0,0,0,0,1,0,1126,1119,1792,1691,2096,1404,191,1315,1033,1847,717,1438,267,2,7104,0,-19
12/1/19,1375,0,0,0,1,1,1,1,1,0,0,0,1,0,201,1493,1754,1397,2266,118,418,1406,880,1906,725,1798,619,3,2174,0,0
2/13/20,3497,1,0,1,0,0,0,1,1,1,1,0,0,0,1566,1741,1198,176,761,1498,320,757,1308,2163,300,1082,855,3,4891,1,74
3/3/20,3625,0,0,0,1,0,1,1,0,0,0,1,1,1,1708,1331,675,972,712,1124,728,1348,1300,955,1263,1620,1722,3,4646,0,93
9/21/19,5158,1,0,1,1,1,0,1,1,1,1,1,1,0,933,840,1771,750,674,1822,1861,3613,882,2291,616,45,1161,3,5001,1,-71
5/30/20,4619,0,0,0,1,1,1,1,0,0,1,0,0,0,1607,1571,1318,1729,1320,1213,1338,1401,1470,366,153,148,1597,1,3511,0,181
8/20/19,6468,1,1,1,0,0,1,1,0,0,1,0,1,1,710,1754,891,1371,3063,567,676,3655,1217,1660,1158,1360,1575,2,1080,1,-103
8/15/19,686,1,1,1,1,1,0,1,0,1,1,0,1,1,838,1405,207,1097,2659,1022,816,1668,920,1938,1332,1571,106,3,3513,1,-108
8/27/19,3061,1,0,0,1,0,0,1,1,0,0,1,0,1,701,254,1035,1020,2150,1711,1613,3405,1304,1199,1289,274,96,3,2222,1,-96
10/7/19,1305,0,0,0,1,1,0,0,1,0,0,0,1,1,279,465,242,731,1299,1487,32,1109,141,904,185,274,1018,2,6537,0,-55
1/26/20,6207,1,1,0,1,1,1,1,1,1,1,0,0,0,522,641,1610,1917,2557,483,992,1380,573,2799,620,1798,1891,3,5142,1,56
10/29/19,554,1,0,0,1,1,0,1,0,1,1,0,1,0,1603,87,1848,122,2597,803,1882,1351,849,2147,912,1126,539,3,3975,1,-33
10/22/19,3208,0,1,0,1,0,1,1,1,1,1,0,1,1,645,1512,1694,416,2150,936,236,2066,950,1186,1070,1459,1739,3,2831,0,-40
3/7/20,6562,0,0,1,1,1,1,1,0,0,1,0,0,1,28,296,1725,684,471,1296,1815,1013,563,2362,68,830,1969,1,4447,1,97
1/27/20,9478,1,0,1,0,1,1,0,1,0,1,1,1,1,1677,1263,1630,21,1293,594,198,828,1255,1991,1161,1820,1552,1,1134,1,57
1/25/20,245,0,1,1,0,0,0,1,1,1,0,0,1,1,1407,1834,1383,1343,1609,1194,892,1247,1441,1795,736,804,995,2,3526,0,55
3/29/20,6759,1,1,1,0,0,0,1,1,1,1,1,0,0,7,34,779,1493,956,220,141,2112,457,2223,1855,880,1760,1,6226,1,119
7/5/19,3757,1,0,0,1,1,1,1,0,1,1,1,0,1,687,1205,861,1076,2871,417,1103,2295,1391,1459,1581,1002,923,1,1918,1,-149
1/22/20,2452,1,1,0,0,1,0,0,1,1,0,1,1,0,78,24,1069,1007,2065,1896,481,2189,152,797,1491,450,176,3,2547,0,52
11/24/19,8818,0,0,1,0,1,1,1,0,1,1,0,0,0,869,1643,1248,1911,1690,1754,1101,2699,1116,595,1494,1272,310,3,6615,0,-7
8/26/19,710,1,0,0,0,1,1,1,1,0,1,1,1,0,1516,35,710,215,845,1390,1700,1547,1914,2562,788,827,1506,3,5760,0,-97
3/7/20,402,0,0,1,1,0,0,1,0,0,0,0,1,1,1869,712,1337,931,2161,665,1309,3224,940,1084,364,1468,1652,2,840,0,97
7/9/19,4034,1,0,0,0,0,0,1,0,1,0,0,0,0,1869,1608,292,1732,1166,102,426,2990,210,1832,1719,1821,930,2,3772,1,-145
8/30/19,732,1,0,0,1,1,1,0,0,1,0,1,1,0,1725,850,406,554,861,638,764,1704,938,1220,1362,1732,608,1,2333,1,-93
11/13/19,4415,1,0,1,1,1,0,1,1,0,1,1,0,1,287,1833,1471,412,1978,1835,407,2856,1103,1888,856,251,1724,3,7305,1,-18
10/28/19,3129,0,1,0,1,1,0,0,1,1,0,1,1,0,1937,1609,1162,1594,2976,423,689,1318,857,1337,1584,1064,990,1,7385,0,-34
2/3/20,9567,1,0,1,0,1,0,1,0,0,0,0,1,0,534,844,152,1498,2501,1140,1990,1536,170,481,1428,558,828,3,3605,0,64
5/14/20,7825,0,0,0,1,0,0,1,1,0,0,1,0,0,641,961,645,1090,2253,173,420,2989,595,2258,1957,868,809,1,1502,1,165
8/1/19,9763,1,1,1,0,0,0,0,1,0,0,1,0,1,1350,78,258,1094,1020,1127,368,2245,800,2272,1459,15,418,1,6134,0,-122
7/25/19,6980,1,0,0,1,0,1,1,0,0,1,0,1,0,831,100,1414,1068,1514,108,1080,1498,79,2684,1270,1251,572,1,5641,0,-129
1/16/20,8782,0,0,1,0,1,1,1,0,0,1,1,0,1,218,1261,1637,1502,3165,1318,1267,871,1270,2038,466,661,875,1,1079,0,46
1/7/20,4414,0,0,1,0,1,0,0,1,0,0,1,1,1,1991,171,1922,449,3028,933,180,1380,649,909,1440,1634,1581,2,5352,1,37
7/26/19,9438,0,1,1,1,0,0,1,1,1,1,1,0,1,1471,1212,84,1474,2124,270,884,1047,1442,1479,1207,486,1116,1,3230,0,-128
4/26/20,2361,1,1,1,0,0,0,1,0,1,1,0,0,1,1947,671,294,151,2878,1088,1591,3434,1018,2103,1822,601,411,3,5669,1,147
11/16/19,1431,0,1,1,0,0,1,0,1,1,0,1,0,0,1970,151,624,103,2079,1029,612,2452,1561,1272,216,1802,1979,1,6856,1,-15
4/6/20,4877,0,1,1,0,1,0,0,1,0,1,1,0,0,749,1117,961,1227,2735,1567,530,2886,481,2614,1310,911,1341,2,2401,1,127
8/24/19,405,0,0,0,1,0,0,0,1,1,0,1,0,1,950,834,645,1310,2149,121,54,2909,1794,1822,792,969,585,2,5724,0,-99
4/13/20,6656,0,0,1,1,1,1,1,0,1,0,0,0,1,1433,1000,1921,402,453,126,1692,1921,746,1830,234,1163,1201,1,4710,1,134
8/21/19,2331,0,0,0,1,1,1,1,1,1,1,1,0,0,1021,404,88,1436,2427,1833,314,2990,1547,1621,1742,1374,1327,1,1836,1,-102
12/30/19,9797,1,1,0,1,1,0,1,0,1,1,1,1,0,289,1048,923,1119,2590,621,282,1912,306,934,219,845,1762,3,3014,0,29
1/4/20,9421,1,0,1,0,1,1,1,0,1,0,0,1,0,1532,1314,851,1880,1256,660,377,2705,1797,978,1462,570,788,3,7158,1,34
3/5/20,5746,0,1,0,0,1,1,0,0,0,1,0,0,1,1161,1100,442,1548,1997,1983,835,2684,1155,1628,643,613,1803,3,1849,0,95
12/7/19,10,0,1,0,1,0,0,1,1,1,1,1,1,1,1607,1974,1632,1943,2206,187,521,2638,1556,1305,1681,1381,1411,2,3824,0,6
11/20/19,5708,1,1,0,0,0,0,1,0,1,1,1,1,1,1787,1715,61,867,2760,759,1735,1254,1051,1216,1481,1120,471,3,4029,0,-11
12/23/19,1508,1,1,0,1,0,0,1,1,0,0,1,0,1,786,967,922,995,711,1411,1728,2507,1364,1579,420,1187,318,2,4576,0,22
8/5/19,6429,1,0,1,1,1,0,1,1,0,1,0,1,0,411,1749,1360,1663,1394,580,1315,602,1318,2548,828,1555,1906,3,1473,0,-118
5/10/20,7219,0,0,0,0,1,1,1,1,0,1,0,0,0,1608,105,1847,352,534,1441,504,1911,346,1091,533,488,52,3,7197,1,161
9/8/19,4324,1,0,1,1,0,0,0,0,1,0,1,0,0,1712,842,1545,1715,1647,919,884,2957,1518,1608,282,1291,1040,2,449,1,-84
8/19/19,9581,1,0,1,1,1,0,0,0,0,1,0,1,1,1314,646,604,997,3068,389,814,1775,125,1765,405,1580,1363,1,3864,0,-104
2/24/20,7773,1,0,1,0,0,0,1,0,1,0,0,0,1,636,276,600,43,1697,1307,1223,2835,127,798,1642,652,604,3,4111,1,85
7/19/19,4242,0,1,0,1,1,1,0,1,0,0,1,1,1,327,1075,1706,1288,2469,1398,1800,1409,1140,2274,726,1275,405,3,4816,0,-135
4/14/20,1512,1,1,0,1,0,1,1,0,0,0,1,1,1,1418,1167,1865,1959,2744,1195,620,2141,1983,908,1426,1630,537,2,4235,0,135
12/15/19,4587,0,0,1,1,0,0,0,1,1,0,0,1,1,1268,347,1329,1980,1710,1078,1759,2039,975,547,988,1666,1854,2,4218,0,14
2/7/20,3633,0,1,0,0,1,0,0,0,0,1,1,1,0,1305,1294,1703,1217,482,855,1316,1317,1342,1571,1167,1325,1381,3,2699,0,68
3/11/20,7364,1,0,1,0,0,0,1,0,1,1,0,1,1,1277,174,394,1726,2522,379,1915,3418,1875,983,1601,1960,517,3,1086,1,101
12/9/19,8583,0,0,0,0,0,1,0,1,1,1,1,1,1,210,340,1470,662,2091,1209,358,1333,1213,468,974,21,1765,3,6599,0,8
4/6/20,8312,1,0,1,1,1,1,1,1,0,1,1,1,1,1138,1564,1122,517,2478,452,760,2506,713,2231,831,1825,1763,3,3202,0,127
1/26/20,9585,1,0,0,0,0,1,1,1,0,0,1,1,1,1147,1846,1899,1634,3137,910,169,2815,1509,2656,1609,1777,1849,3,4986,1,56
6/25/19,5842,0,0,1,1,1,0,0,0,0,1,0,0,1,1791,715,785,206,3177,1991,1085,1800,1824,1022,611,1211,765,1,3229,0,-159
11/28/19,3989,0,0,1,1,0,0,1,0,1,1,0,1,0,1723,717,809,838,1136,1470,781,1486,1236,581,1098,1347,1420,3,5017,0,-3
1/11/20,3204,1,0,1,0,0,0,1,1,1,1,1,0,0,1948,1823,195,1324,2454,1391,1020,1253,981,1391,1211,447,1349,3,3708,0,41
3/2/20,2845,1,1,1,1,0,1,1,1,1,0,0,0,1,907,1317,314,1735,799,956,1577,3045,1307,2780,368,1669,1027,3,3835,1,92
3/15/20,1226,0,1,0,1,1,1,1,1,0,0,0,0,1,274,1421,301,1801,1212,780,1751,3298,455,1491,936,300,905,3,6117,0,105
1/23/20,8082,1,1,1,1,0,0,1,0,0,0,0,1,1,1903,285,196,998,1804,10,1439,3697,322,2279,1376,419,1590,3,3951,1,53
9/24/19,9679,0,0,1,1,0,0,0,0,0,1,1,0,0,1134,230,1368,1934,919,585,1029,3543,1168,1540,1577,701,455,1,7443,1,-68
5/31/20,474,1,1,1,0,0,1,0,1,1,0,0,0,0,1823,107,527,897,1019,1970,356,672,1542,2122,612,296,1055,1,5704,1,182
2/27/20,3856,1,1,1,0,0,1,1,1,0,1,1,0,0,1631,944,516,1187,3135,1870,1477,2312,517,1184,832,1222,1864,1,5733,0,88
11/25/19,476,0,1,0,0,0,1,0,1,0,1,1,0,1,1294,731,105,186,1284,102,900,2116,85,1229,516,1758,318,3,6553,0,-6
8/12/19,9588,0,0,0,0,0,0,1,1,0,0,1,0,1,1854,1556,1274,115,846,230,1825,1616,1359,1938,1851,181,1522,2,4407,1,-111
9/20/19,7878,1,0,0,1,1,0,0,0,0,0,1,1,1,408,516,812,562,2669,975,444,2003,840,1229,1256,19,364,3,5737,0,-72
6/25/19,2096,1,1,0,1,1,1,0,0,0,0,1,0,0,1026,1651,1531,1810,2839,539,804,3416,1352,661,69,1309,1799,1,1161,0,-159
1/11/20,9959,1,1,1,1,0,0,0,1,1,0,0,0,0,1615,1226,984,1991,2660,1215,821,2400,1405,2563,1012,1608,1332,1,1166,1,41
8/28/19,8906,0,1,1,1,1,1,0,0,0,0,1,1,1,365,1935,1106,827,2944,33,660,1839,1869,2179,145,1647,1694,2,6386,1,-95
12/7/19,3284,0,0,1,0,0,0,0,0,0,0,1,1,1,410,1385,858,1482,3164,432,580,1258,207,465,1351,141,249,2,3285,0,6
2/21/20,8272,0,0,1,0,0,1,0,0,1,0,1,1,0,1094,1363,353,380,855,63,241,3676,47,913,439,1283,1902,2,2281,0,82
2/6/20,2570,0,1,0,1,0,1,1,1,1,1,0,1,1,1586,1457,302,471,1157,911,66,2077,1447,963,391,383,272,1,5359,0,67
6/2/19,9886,1,1,0,1,1,1,1,0,1,0,0,1,1,445,416,151,566,481,1786,459,3489,1149,2031,301,1965,681,2,3744,0,-182
5/1/20,4134,0,1,0,0,1,0,1,1,1,0,1,1,0,1086,1229,583,1119,415,1544,1339,3546,899,940,131,1875,1289,1,1460,1,152
5/26/20,3429,0,1,1,1,0,0,0,0,1,0,1,1,0,169,991,1784,189,1812,461,1179,3415,1331,902,1696,1892,1735,1,2184,1,177
7/14/19,9070,0,1,0,0,1,0,1,1,0,1,0,0,0,1246,618,178,1930,2071,1317,1328,1109,1029,380,1469,892,1070,2,1292,0,-140
12/12/19,2151,1,1,0,1,0,1,1,0,1,1,1,1,0,204,268,1158,343,2902,1254,741,3380,904,2109,1817,773,1045,2,4044,1,11
10/26/19,3234,0,1,1,0,0,0,1,0,0,1,0,1,1,276,1810,1958,1651,1045,1320,12,1480,951,2293,1236,171,1636,1,3078,0,-36
2/8/20,4251,1,0,1,1,0,0,1,1,1,1,1,0,1,865,1087,602,524,2460,1348,1008,2528,1778,1681,655,1085,854,2,1663,0,69
2/12/20,9483,0,0,1,0,0,0,1,0,0,0,0,0,1,1746,177,188,475,2349,1606,1756,2779,1528,1140,962,1628,1575,1,3249,0,73
12/27/19,7187,1,0,0,1,0,1,0,0,1,0,0,0,0,521,917,246,1535,2130,1043,1783,1845,236,2505,239,1397,566,1,2018,1,26
10/20/19,8054,0,0,1,0,1,0,0,0,1,1,0,1,1,113,1341,3,1643,571,1781,410,3683,1404,649,1100,579,1711,1,2267,1,-42
9/8/19,7060,1,1,1,0,1,0,1,0,1,1,0,1,0,537,1018,947,170,2470,1908,1124,3376,1486,1180,1543,1798,635,1,6449,0,-84
7/23/19,2051,1,0,0,1,1,1,1,1,0,1,0,0,0,1245,781,225,1060,1413,988,900,1043,208,1807,506,1885,197,2,6120,0,-131
4/2/20,605,0,1,0,1,0,0,0,0,1,1,0,0,1,1311,1643,272,568,1937,1754,1321,2639,1521,1520,826,737,1283,1,2405,0,123
7/4/19,2122,0,1,1,0,0,1,1,1,0,0,0,1,0,1856,20,1158,1088,1468,272,1143,3021,1045,1335,792,627,1344,2,2088,1,-150
12/2/19,4705,1,0,0,0,0,1,1,1,1,1,0,1,1,1692,1527,1759,1356,1625,281,1159,2724,1331,709,572,274,1812,3,6098,1,1
7/2/19,1465,1,1,0,0,1,1,1,1,1,0,1,1,1,436,386,332,448,1981,1830,720,3433,990,2734,708,186,1181,3,1363,1,-152
6/13/19,5820,1,0,1,1,0,0,1,1,0,0,0,1,1,1127,1008,1525,837,488,1991,40,2675,153,841,504,232,748,1,4570,1,-171
6/22/19,5240,1,1,0,1,0,1,1,0,0,0,0,0,1,1364,837,249,1870,2370,502,1619,1033,1609,2325,469,1537,65,1,671,1,-162
10/16/19,2430,1,0,1,0,0,0,0,0,1,0,0,1,0,625,1195,347,1487,2815,13,800,2314,476,1288,324,1683,406,1,2608,1,-46
7/11/19,7026,0,0,1,0,0,1,0,1,0,0,0,0,0,196,897,147,1238,1271,8,1132,2545,467,639,95,1897,1700,3,4368,0,-143
11/30/19,9935,0,0,0,0,1,1,1,1,1,0,0,1,0,146,1816,220,670,998,1821,1270,3126,1409,1521,973,1064,1005,2,1817,0,-1
12/28/19,9244,0,1,0,0,0,0,1,0,1,1,0,1,0,533,367,1929,1001,1386,748,561,1907,1992,1420,742,76,310,2,3114,0,27
6/29/19,5476,1,1,0,1,1,0,1,1,1,1,1,0,0,1189,996,1298,403,1117,1848,1211,1091,130,1398,763,1610,224,3,7276,0,-155
9/25/19,6709,0,1,1,1,1,0,0,1,0,1,0,1,0,660,1462,187,1471,437,1021,379,1097,1568,1005,1686,1758,1346,2,3672,1,-67
12/21/19,5944,0,0,1,1,0,0,0,0,1,1,0,0,1,1867,1067,1440,1150,1543,1981,827,2264,745,1661,1144,1615,168,2,5502,0,20
2/28/20,294,0,1,0,0,1,1,0,1,1,1,1,0,1,366,1606,784,405,1075,376,1929,2692,305,463,512,1581,1534,3,3142,0,89
2/21/20,8955,1,0,1,1,0,1,0,0,1,0,0,0,1,345,1710,1885,267,884,1547,403,2969,878,476,1995,1900,398,2,3483,1,82
2/14/20,830,1,1,1,1,1,1,1,0,1,1,0,0,1,894,206,949,140,1217,707,293,1874,408,996,1081,1471,1296,1,5964,0,75
9/4/19,5531,0,0,1,1,1,0,0,1,1,0,0,1,1,1378,829,777,32,2221,423,1381,1143,716,1425,520,636,1634,3,2396,0,-88
9/11/19,5244,1,0,1,0,1,1,0,1,0,0,0,1,1,42,1181,1403,1159,2754,432,1320,1435,106,494,851,928,1474,3,2107,0,-81
9/22/19,49,1,1,1,1,0,1,0,1,0,0,1,1,1,1623,228,488,1856,3095,738,1546,2170,23,2629,1859,153,580,1,2828,1,-70
2/2/20,3888,1,0,0,1,1,0,1,1,0,1,1,1,1,1377,786,485,638,866,1414,1556,2471,449,1987,320,195,1905,2,2558,0,63
5/23/20,6821,1,1,0,0,1,1,1,1,0,1,0,0,0,1954,890,1656,182,2942,193,420,1412,1567,2585,1575,885,1702,1,3604,1,174
3/5/20,8308,0,1,0,1,1,1,0,0,0,1,0,0,1,1067,1880,535,1256,2009,1587,939,3490,632,2638,1738,1613,752,2,4919,1,95
5/10/20,7507,1,1,1,0,1,0,0,0,0,0,1,0,0,224,970,207,106,2401,1895,1980,3125,310,1982,162,1458,1247,2,6724,1,161
6/16/19,4324,0,1,1,0,1,0,1,0,0,0,0,1,1,662,331,1849,1800,655,1679,1425,1612,234,750,1789,1957,726,3,7034,0,-168
2/12/20,6079,1,1,1,1,1,1,0,0,1,0,0,1,0,531,284,1247,102,2457,1843,1804,2522,377,1945,41,908,1573,1,3654,1,73
8/29/19,1249,0,0,1,1,0,1,1,1,0,0,1,1,0,313,14,236,1932,2879,1515,1737,764,1579,2137,1433,1438,304,1,6880,1,-94
1/30/20,5441,0,1,0,0,0,0,1,0,1,1,1,0,1,374,1593,401,1436,1739,163,1421,1004,522,394,86,1937,391,2,5105,0,60
10/30/19,7801,1,1,1,0,0,1,0,1,1,0,1,1,0,400,34,903,801,3015,1967,113,2020,535,992,1176,26,477,1,1081,0,-32
10/16/19,3193,0,0,0,0,0,1,0,1,1,1,0,1,0,1058,1582,493,1670,1859,546,245,2972,1278,707,455,1369,290,2,6454,0,-46
